target,tf,mor
ZNF462,SMAD2,1
ZNF532,SMAD2,1
ZNF664,SMAD2,1
AHR,SMAD3,1
ANKRD1,SMAD3,1
APOC3,SMAD3,1
BAMBI,SMAD3,1
BGLAP,SMAD3,1
CCND2,SMAD3,1
CDKN1A,SMAD3,1
COL1A1,SMAD3,1
COL3A1,SMAD3,1
COL6A1,SMAD3,1
COL6A3,SMAD3,1
COL7A1,SMAD3,1
CYP17A1,SMAD3,-1
EDN1,SMAD3,1
EPO,SMAD3,1
FOXP3,SMAD3,1
FSTL3,SMAD3,1
GLI2,SMAD3,1
ITGA11,SMAD3,1
JUN,SMAD3,1
MET,SMAD3,1
MMP9,SMAD3,1
MYC,SMAD3,1
POR,SMAD3,1
PTHLH,SMAD3,1
SERPINE1,SMAD3,1
SMAD7,SMAD3,1
TERT,SMAD3,-1
TGFB1,SMAD3,-1
TIMP1,SMAD3,1
TNC,SMAD3,1
VEGFA,SMAD3,1
ZFP36,SMAD3,1
AHR,SMAD4,1
APOC3,SMAD4,1
BAMBI,SMAD4,1
BGLAP,SMAD4,1
BTRC,SMAD4,-1
CDKN1A,SMAD4,1
CDKN2B,SMAD4,1
COL7A1,SMAD4,1
CYR61,SMAD4,1
DACH1,SMAD4,-1
EPO,SMAD4,1
FSHB,SMAD4,1
FSTL3,SMAD4,1
IHH,SMAD4,1
JUN,SMAD4,1
MET,SMAD4,1
MYC,SMAD4,1
NKX2-5,SMAD4,1
POR,SMAD4,1
PTHLH,SMAD4,1
RUNX1T1,SMAD4,1
SERPINE1,SMAD4,1
SMAD7,SMAD4,1
TGFB1,SMAD4,1
TNC,SMAD4,1
TNFRSF11B,SMAD4,1
ZFP36,SMAD4,1
ID3,SMAD5,1
ARID1B,SMAD5,1
ATXN2,SMAD5,1
DMTF1,SMAD5,1
HMGB1,SMAD5,1
HNRNPA3,SMAD5,1
NR3C1,SMAD5,1
REV1,SMAD5,1
RHOBTB3,SMAD5,1
SMC4,SMAD5,1
SP3,SMAD5,1
CDK1,SMAD7,-1
HMOX1,SMAD7,1
KRT14,SMAD7,-1
MET,SMAD7,-1
TGFBR1,SMAD7,-1
ACVR1B,SMAD7,1
CDKN1A,SMAD7,-1
CDKN2B,SMAD7,-1
COL1A1,SMAD7,-1
COL1A2,SMAD7,-1
COL3A1,SMAD7,-1
COL5A2,SMAD7,-1
COL6A2,SMAD7,-1
COL6A3,SMAD7,-1
CTNNB1,SMAD7,1
LEF1,SMAD7,1
MYC,SMAD7,1
RNF111,SMAD7,1
RNMT,SMAD7,1
TGFB1,SMAD7,1
WWP1,SMAD7,1
ANO6,SMARCC1,1
BRD4,SMARCC1,1
CLIP1,SMARCC1,1
FNDC3B,SMARCC1,1
IL1RAP,SMARCC1,1
PTP4A2,SMARCC1,1
RAPGEF1,SMARCC1,1
TJP2,SMARCC1,1
ABCC1,SMARCC1,1
ABCC3,SMARCC1,1
ABCG1,SMARCC1,1
ABHD2,SMARCC1,1
ABR,SMARCC1,1
ABTB2,SMARCC1,1
AC005330.2,SMARCC1,1
AC005753.1,SMARCC1,1
AC061992.2,SMARCC1,1
AC099344.3,SMARCC1,1
ACACB,SMARCC1,1
ACOT7,SMARCC1,1
ACSBG1,SMARCC1,1
ACTB,SMARCC1,1
ADAMTS7P4,SMARCC1,1
ADGRE5,SMARCC1,1
ADGRG1,SMARCC1,1
ADGRG3,SMARCC1,1
ADORA2B,SMARCC1,1
AF064858.6,SMARCC1,1
AHNAK,SMARCC1,1
AHNAK2,SMARCC1,1
AIM1L,SMARCC1,1
ALCAM,SMARCC1,1
ALDH1A2,SMARCC1,1
AMZ1,SMARCC1,1
ANK1,SMARCC1,1
AP3D1,SMARCC1,1
ARAP1,SMARCC1,1
ARHGAP26,SMARCC1,1
ARHGEF10L,SMARCC1,1
ARHGEF19,SMARCC1,1
ARHGEF2,SMARCC1,1
ARHGEF3,SMARCC1,1
ARID1A,SMARCC1,1
ARRDC2,SMARCC1,1
ASAP2,SMARCC1,1
ATF3,SMARCC1,1
ATP2A2,SMARCC1,1
ATP2B4,SMARCC1,1
B3GNT3,SMARCC1,1
BAIAP2,SMARCC1,1
BAIAP2L1,SMARCC1,1
BCAR1,SMARCC1,1
BCOR,SMARCC1,1
BCR,SMARCC1,1
BIRC7,SMARCC1,1
BMF,SMARCC1,1
BMPER,SMARCC1,1
BTF3L4P4,SMARCC1,1
BTF3P7,SMARCC1,1
C10ORF90,SMARCC1,1
C11ORF68,SMARCC1,1
C11ORF86,SMARCC1,1
C12ORF80,SMARCC1,1
C16ORF45,SMARCC1,1
C16ORF47,SMARCC1,1
C17ORF67,SMARCC1,1
C17ORF99,SMARCC1,1
C6ORF132,SMARCC1,1
C9ORF3,SMARCC1,1
CACNA1A,SMARCC1,1
CAMK2G,SMARCC1,1
CAMKK1,SMARCC1,1
CAPN2,SMARCC1,1
CARD10,SMARCC1,1
CBX8,SMARCC1,1
CCDC12,SMARCC1,1
CCDC33,SMARCC1,1
CCDC88B,SMARCC1,1
CCND1,SMARCC1,1
CCND3,SMARCC1,1
CDA,SMARCC1,1
CDC42EP4,SMARCC1,1
CDCP1,SMARCC1,1
CDH1,SMARCC1,1
CDH22,SMARCC1,1
CDH23,SMARCC1,1
CDH5,SMARCC1,1
CDK18,SMARCC1,1
CDK6,SMARCC1,1
CELSR2,SMARCC1,1
CHD9,SMARCC1,1
CHST3,SMARCC1,1
CIITA,SMARCC1,1
CLDN4,SMARCC1,1
CLIP2,SMARCC1,1
CMB9,SMARCC1,1
CMIP,SMARCC1,1
CNGB1,SMARCC1,1
COBL,SMARCC1,1
COL16A1,SMARCC1,1
COL1A2,SMARCC1,1
COL5A1,SMARCC1,1
COL9A3,SMARCC1,1
CPNE2,SMARCC1,1
CREB3L1,SMARCC1,1
CSNK1G2,SMARCC1,1
CTC,SMARCC1,1
CTD,SMARCC1,1
CUEDC1,SMARCC1,1
CUX1,SMARCC1,1
CYGB,SMARCC1,1
CYP26B1,SMARCC1,1
DAAM1,SMARCC1,1
DAB2IP,SMARCC1,1
DAGLA,SMARCC1,1
DAGLB,SMARCC1,1
DAPK2,SMARCC1,1
DDX18,SMARCC1,1
DECR2,SMARCC1,1
DENND3,SMARCC1,1
DFNA5,SMARCC1,1
DGKZ,SMARCC1,1
DHRS3,SMARCC1,1
DNAJB12,SMARCC1,1
DNM1,SMARCC1,1
DOCK5,SMARCC1,1
DPP9,SMARCC1,1
DRAIC,SMARCC1,1
ECE1,SMARCC1,1
EDN2,SMARCC1,1
EEF2K,SMARCC1,1
EEPD1,SMARCC1,1
EFNA1,SMARCC1,1
EFNA3,SMARCC1,1
EFNA5,SMARCC1,1
EGFLAM,SMARCC1,1
EGLN3,SMARCC1,1
EHD1,SMARCC1,1
EHF,SMARCC1,1
ELL,SMARCC1,1
ELMSAN1,SMARCC1,1
ELOCP28,SMARCC1,1
EPAS1,SMARCC1,1
EPB41,SMARCC1,1
EPB41L1,SMARCC1,1
ERN1,SMARCC1,1
ETS2,SMARCC1,1
ETV4,SMARCC1,1
EXOC3L4,SMARCC1,1
FA2H,SMARCC1,1
FAM102A,SMARCC1,1
FAM129B,SMARCC1,1
FAM213A,SMARCC1,1
FAM49B,SMARCC1,1
FAM65C,SMARCC1,1
FAM83A,SMARCC1,1
FAM83F,SMARCC1,1
FCHO1,SMARCC1,1
FGD5,SMARCC1,1
FHAD1,SMARCC1,1
FHL2,SMARCC1,1
FHL3,SMARCC1,1
FIBCD1,SMARCC1,1
FKBP5,SMARCC1,1
FLNB,SMARCC1,1
FOSL2,SMARCC1,1
FOXK1,SMARCC1,1
FOXN1,SMARCC1,1
FSCN1,SMARCC1,1
FTO,SMARCC1,1
FURIN,SMARCC1,1
GABRE,SMARCC1,1
GADD45A,SMARCC1,1
GALNT2,SMARCC1,1
GALNT9,SMARCC1,1
GARNL3,SMARCC1,1
GATAD2A,SMARCC1,1
GDF15,SMARCC1,1
GDPD5,SMARCC1,1
GLI3,SMARCC1,1
GLIS2,SMARCC1,1
GNA12,SMARCC1,1
GPRC5C,SMARCC1,1
GRM4,SMARCC1,1
GSE1,SMARCC1,1
GSG1,SMARCC1,1
GSN,SMARCC1,1
GTF2IRD1,SMARCC1,1
H6PD,SMARCC1,1
HIBADH,SMARCC1,1
HIP1,SMARCC1,1
HMCN2,SMARCC1,1
HPCAL1,SMARCC1,1
HR,SMARCC1,1
HRH1,SMARCC1,1
HSPG2,SMARCC1,1
IGF1R,SMARCC1,1
IGF2BP3,SMARCC1,1
IL24,SMARCC1,1
IL7R,SMARCC1,1
INPP5A,SMARCC1,1
IQSEC1,SMARCC1,1
ITGA11,SMARCC1,1
ITGB2,SMARCC1,1
ITGB5,SMARCC1,1
ITGB6,SMARCC1,1
ITGB8,SMARCC1,1
ITPK1,SMARCC1,1
ITPR3,SMARCC1,1
ITPRIP,SMARCC1,1
KB,SMARCC1,1
KCNAB2,SMARCC1,1
KCNK1,SMARCC1,1
KCNN4,SMARCC1,1
KCTD14,SMARCC1,1
KDM4B,SMARCC1,1
KIAA0513,SMARCC1,1
KIAA1522,SMARCC1,1
KIAA1755,SMARCC1,1
KLF9,SMARCC1,1
KRT80,SMARCC1,1
KSR1,SMARCC1,1
LAMA5,SMARCC1,1
LAMB3,SMARCC1,1
LDB3,SMARCC1,1
LETM2,SMARCC1,1
LIFR,SMARCC1,1
LIMD1,SMARCC1,1
LIMK1,SMARCC1,1
LINC00111,SMARCC1,1
LINC00322,SMARCC1,1
LINC00484,SMARCC1,1
LINC00511,SMARCC1,1
LINC00520,SMARCC1,1
LINC00963,SMARCC1,1
LINC01270,SMARCC1,1
LINC01271,SMARCC1,1
LINC01348,SMARCC1,1
LINC01411,SMARCC1,1
LINC01460,SMARCC1,1
LINC01484,SMARCC1,1
LINC01485,SMARCC1,1
LINC01588,SMARCC1,1
LINC01629,SMARCC1,1
LINC01693,SMARCC1,1
LINC01993,SMARCC1,1
LINC02205,SMARCC1,1
LIPA,SMARCC1,1
LITAF,SMARCC1,1
LMNA,SMARCC1,1
LRP5,SMARCC1,1
LTBP3,SMARCC1,1
MAGI3,SMARCC1,1
MAP3K14,SMARCC1,1
MARCH10,SMARCC1,1
MBP,SMARCC1,1
MCF2L,SMARCC1,1
MDS2,SMARCC1,1
MEOX1,SMARCC1,1
MGLL,SMARCC1,1
MIR3141,SMARCC1,1
MIR3649,SMARCC1,1
MIR4289,SMARCC1,1
MIR4669,SMARCC1,1
MKNK2,SMARCC1,1
MMP28,SMARCC1,1
MTCL1,SMARCC1,1
MYO18A,SMARCC1,1
MYO1C,SMARCC1,1
MYOF,SMARCC1,1
NACC2,SMARCC1,1
NAV1,SMARCC1,1
NAV2,SMARCC1,1
NCOR2,SMARCC1,1
NDRG1,SMARCC1,1
NECAB2,SMARCC1,1
NEDD4,SMARCC1,1
NEK6,SMARCC1,1
NFIC,SMARCC1,1
NHS,SMARCC1,1
NLRC5,SMARCC1,1
NOL4L,SMARCC1,1
NR2F6,SMARCC1,1
NR4A1,SMARCC1,1
NRP2,SMARCC1,1
NRXN2,SMARCC1,1
NTMT1,SMARCC1,1
OLFM1,SMARCC1,1
OLFML2A,SMARCC1,1
OPN4,SMARCC1,1
OSBP2,SMARCC1,1
OSBPL10,SMARCC1,1
OSBPL3,SMARCC1,1
OSBPL9,SMARCC1,1
PADI1,SMARCC1,1
PALMD,SMARCC1,1
PBX1,SMARCC1,1
PC,SMARCC1,1
PDGFB,SMARCC1,1
PDGFRB,SMARCC1,1
PDXK,SMARCC1,1
PDZD2,SMARCC1,1
PER1,SMARCC1,1
PHLDB1,SMARCC1,1
PHLDB2,SMARCC1,1
PHYHIP,SMARCC1,1
PIK3C2B,SMARCC1,1
PITPNM2,SMARCC1,1
PITPNM3,SMARCC1,1
PKIG,SMARCC1,1
PKP1,SMARCC1,1
PLA2G6,SMARCC1,1
PLB1,SMARCC1,1
PLCD3,SMARCC1,1
PLD1,SMARCC1,1
PLEC,SMARCC1,1
PLEKHA6,SMARCC1,1
PLEKHA7,SMARCC1,1
PLEKHH3,SMARCC1,1
PLIN3,SMARCC1,1
PLLP,SMARCC1,1
PLXNA2,SMARCC1,1
PLXND1,SMARCC1,1
PMEPA1,SMARCC1,1
PODXL,SMARCC1,1
POLRMT,SMARCC1,1
PPL,SMARCC1,1
PPM1H,SMARCC1,1
PPTC7,SMARCC1,1
PREX1,SMARCC1,1
PRKAG2,SMARCC1,1
PRKCD,SMARCC1,1
PRKCE,SMARCC1,1
PRKCH,SMARCC1,1
PTGES,SMARCC1,1
PTGIS,SMARCC1,1
PTPN14,SMARCC1,1
PTPRF,SMARCC1,1
PTPRM,SMARCC1,1
PTTG1IP,SMARCC1,1
PVT1,SMARCC1,1
PXN,SMARCC1,1
RAB27A,SMARCC1,1
RAD51B,SMARCC1,1
RAD9A,SMARCC1,1
RALB,SMARCC1,1
RALGDS,SMARCC1,1
RAP1GAP,SMARCC1,1
RAPGEF4,SMARCC1,1
RARA,SMARCC1,1
RARG,SMARCC1,1
RASA3,SMARCC1,1
RASGRF1,SMARCC1,1
RGS9,SMARCC1,1
RHOD,SMARCC1,1
RN7SL636P,SMARCC1,1
RP11,SMARCC1,1
RP13,SMARCC1,1
RP1L1,SMARCC1,1
RP3,SMARCC1,1
RP5,SMARCC1,1
RTN4,SMARCC1,1
RUNX1,SMARCC1,1
RXRA,SMARCC1,1
S100A10,SMARCC1,1
S100A2,SMARCC1,1
SAMD4A,SMARCC1,1
SBNO2,SMARCC1,1
SCNN1A,SMARCC1,1
SEC14L1,SMARCC1,1
SEMA4B,SMARCC1,1
SEMA4D,SMARCC1,1
SEPT9,SMARCC1,1
SH2B3,SMARCC1,1
SH2D3C,SMARCC1,1
SH2D6,SMARCC1,1
SH3BP2,SMARCC1,1
SH3BP5,SMARCC1,1
SH3PXD2B,SMARCC1,1
SH3RF2,SMARCC1,1
SKI,SMARCC1,1
SLC12A8,SMARCC1,1
SLC16A5,SMARCC1,1
SLC25A25,SMARCC1,1
SLC25A37,SMARCC1,1
SLC27A1,SMARCC1,1
SLC44A3,SMARCC1,1
SLC6A6,SMARCC1,1
SLC7A8,SMARCC1,1
SLCO3A1,SMARCC1,1
SMAD3,SMARCC1,1
SMIM25,SMARCC1,1
SNX12,SMARCC1,1
SNX27,SMARCC1,1
SNX8,SMARCC1,1
SOGA1,SMARCC1,1
SORBS1,SMARCC1,1
SORBS3,SMARCC1,1
SOX13,SMARCC1,1
SOX2,SMARCC1,1
SPINT1,SMARCC1,1
SPRED2,SMARCC1,1
SPTB,SMARCC1,1
SPTBN4,SMARCC1,1
SSBP4,SMARCC1,1
ST14,SMARCC1,1
ST3GAL1,SMARCC1,1
ST3GAL2,SMARCC1,1
ST5,SMARCC1,1
STK11,SMARCC1,1
STON2,SMARCC1,1
STRA6,SMARCC1,1
STX1A,SMARCC1,1
SULT2B1,SMARCC1,1
SUN1,SMARCC1,1
SUSD1,SMARCC1,1
SYN3,SMARCC1,1
SYNJ2,SMARCC1,1
SYNPO,SMARCC1,1
SYT12,SMARCC1,1
TACC2,SMARCC1,1
TANC1,SMARCC1,1
TBC1D2,SMARCC1,1
TBXAS1,SMARCC1,1
TCEA2,SMARCC1,1
TCEANC,SMARCC1,1
TFF1,SMARCC1,1
TGFBI,SMARCC1,1
TGFBR3,SMARCC1,1
TGM2,SMARCC1,1
THRA,SMARCC1,1
TIMP2,SMARCC1,1
TJP3,SMARCC1,1
TLN2,SMARCC1,1
TMC1,SMARCC1,1
TMCC2,SMARCC1,1
TMEM2,SMARCC1,1
TNFAIP8,SMARCC1,1
TNIP1,SMARCC1,1
TNK2,SMARCC1,1
TNRC18,SMARCC1,1
TNS3,SMARCC1,1
TOM1L2,SMARCC1,1
TPBG,SMARCC1,1
TPRG1,SMARCC1,1
TRAK1,SMARCC1,1
TRAPPC9,SMARCC1,1
TRERNA1,SMARCC1,1
TRIB3,SMARCC1,1
TRIM2,SMARCC1,1
TRIM29,SMARCC1,1
TRIM47,SMARCC1,1
TRIO,SMARCC1,1
TSC22D3,SMARCC1,1
TSEN2,SMARCC1,1
TSPAN1,SMARCC1,1
TSPAN14,SMARCC1,1
TSPAN15,SMARCC1,1
TTC7A,SMARCC1,1
TTLL6,SMARCC1,1
TTYH3,SMARCC1,1
UBAC1,SMARCC1,1
UNC13A,SMARCC1,1
UNC5A,SMARCC1,1
UQCC1,SMARCC1,1
VAV2,SMARCC1,1
VDR,SMARCC1,1
VGLL4,SMARCC1,1
VSIG10,SMARCC1,1
WI2,SMARCC1,1
WNT11,SMARCC1,1
WNT5A,SMARCC1,1
WWC1,SMARCC1,1
ZBTB38,SMARCC1,1
ZBTB7C,SMARCC1,1
ZCCHC24,SMARCC1,1
ZFHX3,SMARCC1,1
ZMIZ1,SMARCC1,1
ZMYND8,SMARCC1,1
ZNF385A,SMARCC1,1
AHNAK,SMARCC2,1
ANKRD11,SMARCC2,1
BCAS3,SMARCC2,1
BCL9,SMARCC2,1
BCL9L,SMARCC2,1
CLSTN1,SMARCC2,1
EPB41,SMARCC2,1
LMBR1L,SMARCC2,1
MYO18A,SMARCC2,1
SFSWAP,SMARCC2,1
SP1,SMARCC2,1
STAT6,SMARCC2,1
SUN1,SMARCC2,1
TAF13,SMARCC2,1
TERF2,SMARCC2,1
TRIM56,SMARCC2,1
CDH1,SNAI1,-1
FN1,SNAI1,-1
HBEGF,SNAI1,1
THBS1,SNAI1,-1
VDR,SNAI1,-1
CCL2,SNAI1,-1
CCL5,SNAI1,-1
CDH2,SNAI1,-1
CLDN3,SNAI1,-1
CXADR,SNAI1,-1
CXCL8,SNAI1,-1
ERCC1,SNAI1,-1
FOS,SNAI1,-1
FOSL1,SNAI1,-1
PEBP1,SNAI1,-1
TNF,SNAI1,-1
CDH1,SNAI2,-1
CXCR4,SNAI2,1
JAG1,SNAI2,1
VDR,SNAI2,-1
ACOT7,SNAI2,-1
ADAM8,SNAI2,-1
ADAP1,SNAI2,-1
ADGRB2,SNAI2,-1
AGPAT3,SNAI2,-1
ANK1,SNAI2,-1
ARHGEF16,SNAI2,-1
ARHGEF3,SNAI2,-1
BRI3,SNAI2,-1
C1QTNF1,SNAI2,-1
CCDC187,SNAI2,-1
CCDC57,SNAI2,-1
CCDC88C,SNAI2,-1
CLSTN1,SNAI2,-1
CRISPLD2,SNAI2,-1
CROCC,SNAI2,-1
DAB2IP,SNAI2,-1
DLGAP4,SNAI2,-1
DOCK9,SNAI2,-1
EGFR,SNAI2,-1
EPS8L2,SNAI2,-1
FAM110C,SNAI2,-1
FAM160A1,SNAI2,-1
FARP1,SNAI2,-1
FGD2,SNAI2,-1
FKBP5,SNAI2,-1
HPCAL1,SNAI2,-1
JAG2,SNAI2,-1
KDM4B,SNAI2,-1
KIFC3,SNAI2,-1
LAMA3,SNAI2,-1
LONP1,SNAI2,-1
LRP1,SNAI2,-1
LRRFIP1,SNAI2,-1
MAFK,SNAI2,-1
MBP,SNAI2,-1
MED15,SNAI2,-1
MKNK2,SNAI2,-1
MPRIP,SNAI2,-1
NADSYN1,SNAI2,-1
NEDD4L,SNAI2,-1
NOTCH1,SNAI2,-1
NSD2,SNAI2,-1
NTMT1,SNAI2,-1
NUDT14,SNAI2,-1
PARVB,SNAI2,-1
PIEZO1,SNAI2,-1
PRKAG2,SNAI2,-1
RBCK1,SNAI2,-1
SEMA4B,SNAI2,-1
SERINC2,SNAI2,-1
SH3PXD2B,SNAI2,-1
SKI,SNAI2,-1
SLC25A10,SNAI2,-1
SPIDR,SNAI2,-1
SULT2B1,SNAI2,-1
SUN1,SNAI2,-1
TACC2,SNAI2,-1
TTYH3,SNAI2,-1
VASP,SNAI2,-1
VGLL4,SNAI2,-1
WSCD1,SNAI2,-1
ANAPC7,SNAPC4,1
BRF1,SNAPC4,1
CACTIN,SNAPC4,1
DLK2,SNAPC4,1
DNMT1,SNAPC4,1
ELAC2,SNAPC4,1
FBXL19,SNAPC4,1
LRSAM1,SNAPC4,1
MBD3,SNAPC4,1
MYO9B,SNAPC4,1
NUP85,SNAPC4,1
PARP2,SNAPC4,1
PASK,SNAPC4,1
PELP1,SNAPC4,1
PRR19,SNAPC4,1
QTRT1,SNAPC4,1
RAB40C,SNAPC4,1
RINT1,SNAPC4,1
SCAP,SNAPC4,1
SH2D3A,SNAPC4,1
SPG7,SNAPC4,1
TAB1,SNAPC4,1
TBCD,SNAPC4,1
TECPR1,SNAPC4,1
TMEM259,SNAPC4,1
WDR59,SNAPC4,1
WDR74,SNAPC4,1
ZBTB48,SNAPC4,1
ZNF335,SNAPC4,1
ASCL1,SOX10,1
COL11A2,SOX10,1
DCT,SOX10,-1
EDNRB,SOX10,1
EGR2,SOX10,1
GJB1,SOX10,-1
GJC2,SOX10,1
MAG,SOX10,1
MBP,SOX10,1
MITF,SOX10,1
MPZ,SOX10,1
PDGFRA,SOX10,1
PLP1,SOX10,1
RET,SOX10,1
SOX6,SOX10,1
TYR,SOX10,1
AFF3,SOX11,1
ANK2,SOX11,1
ATP10B,SOX11,1
CACHD1,SOX11,1
CDH11,SOX11,1
CHODL,SOX11,1
COL28A1,SOX11,1
DMD,SOX11,1
DOCK4,SOX11,1
DST,SOX11,1
EPHA7,SOX11,1
ERC1,SOX11,1
GRIA2,SOX11,1
MAP4K4,SOX11,1
MECOM,SOX11,1
MID1,SOX11,1
NEDD4L,SOX11,1
PCLO,SOX11,1
PTK2,SOX11,1
RAPGEF4,SOX11,1
RAPGEF5,SOX11,1
RIMS1,SOX11,1
RIMS2,SOX11,1
RP1,SOX11,1
RUNX1,SOX11,1
SOX5,SOX11,1
TANC1,SOX11,1
TEAD1,SOX11,1
ZBTB20,SOX11,1
GSN,SOX13,1
LRP5,SOX13,1
AFF1,SOX13,1
AXIN2,SOX13,1
BMF,SOX13,1
CARD10,SOX13,1
CBX2,SOX13,1
CFLAR,SOX13,1
CLMN,SOX13,1
CTDSP1,SOX13,1
DAB2IP,SOX13,1
DUSP6,SOX13,1
EPS8,SOX13,1
FOXP1,SOX13,1
FRY,SOX13,1
GPRC5C,SOX13,1
HLF,SOX13,1
JAG1,SOX13,1
KIAA1217,SOX13,1
KYAT1,SOX13,1
LIMD1,SOX13,1
MAP4K4,SOX13,1
MTSS1,SOX13,1
MYOM1,SOX13,1
NID1,SOX13,1
NKD1,SOX13,1
NR2F2,SOX13,1
PIK3R1,SOX13,1
PIM1,SOX13,1
PTP4A1,SOX13,1
RCAN1,SOX13,1
RERE,SOX13,1
RGS12,SOX13,1
SCARB1,SOX13,1
SERPINA1,SOX13,1
SMOC1,SOX13,1
SORBS3,SOX13,1
SOX5,SOX13,1
SOX6,SOX13,1
SYN3,SOX13,1
TGIF1,SOX13,1
TTLL4,SOX13,1
ABCC6,SOX2,1
CCND1,SOX2,1
DLGAP1,SOX2,1
GLI2,SOX2,1
GLI3,SOX2,1
HHAT,SOX2,1
ISL1,SOX2,-1
NANOG,SOX2,1
NTRK3,SOX2,1
ABCA13,SOX2,1
ABCC4,SOX2,1
ABI3BP,SOX2,1
ADAMTSL1,SOX2,1
AFF3,SOX2,1
AGAP1,SOX2,1
AKAP6,SOX2,1
ALCAM,SOX2,1
ALK,SOX2,1
ANGPT1,SOX2,1
ANKFN1,SOX2,1
ANKS1B,SOX2,1
ANO2,SOX2,1
AP3B1,SOX2,1
APP,SOX2,1
ARHGAP24,SOX2,1
ARHGAP26,SOX2,1
ARHGAP32,SOX2,1
ARID5B,SOX2,1
ASAP1,SOX2,1
ATRNL1,SOX2,1
BBS9,SOX2,1
BMPR1B,SOX2,1
CACNA2D1,SOX2,1
CACNA2D3,SOX2,1
CADPS2,SOX2,1
CCDC171,SOX2,1
CCDC91,SOX2,1
CDH11,SOX2,1
CDH18,SOX2,1
CDH2,SOX2,1
CDK5RAP2,SOX2,1
CDKAL1,SOX2,1
CEP112,SOX2,1
CHD9,SOX2,1
CHN2,SOX2,1
CLASP1,SOX2,1
CLASP2,SOX2,1
CLIC5,SOX2,1
CNTN4,SOX2,1
CNTNAP2,SOX2,1
COL12A1,SOX2,1
COL14A1,SOX2,1
COL25A1,SOX2,1
CPNE4,SOX2,1
CREB5,SOX2,1
CSMD1,SOX2,1
CSMD3,SOX2,1
CTNNA2,SOX2,1
CTNND2,SOX2,1
DAAM1,SOX2,1
DAB1,SOX2,1
DCC,SOX2,1
DCLK2,SOX2,1
DEC1,SOX2,1
DENND1A,SOX2,1
DGKB,SOX2,1
DIAPH3,SOX2,1
DIS3L2,SOX2,1
DLG1,SOX2,1
DLG2,SOX2,1
DMD,SOX2,1
DNAH14,SOX2,1
DOCK10,SOX2,1
DOCK4,SOX2,1
DPP10,SOX2,1
DPYD,SOX2,1
DTNA,SOX2,1
EBF1,SOX2,1
EFNA5,SOX2,1
EGFEM1P,SOX2,1
EGLN3,SOX2,1
EIF4G3,SOX2,1
ELMO1,SOX2,1
ELP4,SOX2,1
ENAH,SOX2,1
EPB41L2,SOX2,1
EPHA4,SOX2,1
EPHB1,SOX2,1
ERBB4,SOX2,1
ERC1,SOX2,1
ESRRG,SOX2,1
ETV1,SOX2,1
ETV6,SOX2,1
EXOC4,SOX2,1
EXOC6B,SOX2,1
EXT1,SOX2,1
FAM13A,SOX2,1
FAM172A,SOX2,1
FGD4,SOX2,1
FGGY,SOX2,1
FHOD3,SOX2,1
FILIP1L,SOX2,1
FNDC3B,SOX2,1
FOXP1,SOX2,1
FOXP2,SOX2,1
FRMD4A,SOX2,1
GALNTL6,SOX2,1
GRIA1,SOX2,1
GRIK2,SOX2,1
GTDC1,SOX2,1
HDAC4,SOX2,1
HDAC9,SOX2,1
HIVEP2,SOX2,1
HIVEP3,SOX2,1
HMCN1,SOX2,1
IMMP2L,SOX2,1
INPP4B,SOX2,1
IQCH,SOX2,1
ITPR2,SOX2,1
JAG1,SOX2,1
JMJD1C,SOX2,1
KALRN,SOX2,1
KCNIP4,SOX2,1
KCNMB2,SOX2,1
KDM4C,SOX2,1
LDB2,SOX2,1
LPP,SOX2,1
LRBA,SOX2,1
LRIG1,SOX2,1
LRP1B,SOX2,1
LRRC7,SOX2,1
LSAMP,SOX2,1
MACROD2,SOX2,1
MAGI1,SOX2,1
MAGI2,SOX2,1
MAML2,SOX2,1
MAP1B,SOX2,1
MAPK10,SOX2,1
MBD5,SOX2,1
MCC,SOX2,1
MCTP1,SOX2,1
MECOM,SOX2,1
MEGF10,SOX2,1
MIR99AHG,SOX2,1
MMRN1,SOX2,1
MSI2,SOX2,1
MYO10,SOX2,1
NAALADL2,SOX2,1
NAV2,SOX2,1
NAV3,SOX2,1
NBEA,SOX2,1
NEDD4L,SOX2,1
NLGN1,SOX2,1
NPAS3,SOX2,1
NRG1,SOX2,1
NRP2,SOX2,1
NRXN1,SOX2,1
NRXN3,SOX2,1
NTM,SOX2,1
NTNG1,SOX2,1
OFCC1,SOX2,1
OLA1,SOX2,1
OPCML,SOX2,1
PACRG,SOX2,1
PALLD,SOX2,1
PAM,SOX2,1
PARD3B,SOX2,1
PBX3,SOX2,1
PCLO,SOX2,1
PDE4B,SOX2,1
PDE4D,SOX2,1
PDLIM5,SOX2,1
PHACTR1,SOX2,1
PHLPP1,SOX2,1
PIEZO2,SOX2,1
PLCB1,SOX2,1
PLCB4,SOX2,1
PLCL1,SOX2,1
PLXNA2,SOX2,1
PMP2,SOX2,1
POLR3B,SOX2,1
POU2F1,SOX2,1
PPARGC1A,SOX2,1
PRDM5,SOX2,1
PRKG1,SOX2,1
PRR16,SOX2,1
PRUNE2,SOX2,1
PTPRD,SOX2,1
PTPRM,SOX2,1
RABGAP1L,SOX2,1
RAD51B,SOX2,1
RALGAPA2,SOX2,1
RANBP17,SOX2,1
RAPGEF2,SOX2,1
RBMS3,SOX2,1
RBPJ,SOX2,1
